index,last index,commit hash,parent hash,extract type,commit text,new class,new class path,origin class,origin class path,extract entities,removed entities,split number,data path,url
67,1831,90ae3d0019346e2da65f2559588fde0590387f00,ec3b3bf617beaa4de87179d3f088f6f7cb7a9927,extractSuperclass,Refactor Casio support and fix alarm handling on all devices ,nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioSupport ,nodomain/freeyourgadget/gadgetbridge/service/devices/casio/CasioSupport.java ,nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioGB6900DeviceSupport,nodomain/freeyourgadget/gadgetbridge/service/devices/casio/CasioGB6900DeviceSupport.java,"onSendConfiguration(String) onEnableRealtimeSteps(boolean) onInstallApp(Uri) onFetchRecordedData(int) onAppStart(UUID,boolean) onAppDelete(UUID) onScreenshotReq() onEnableHeartRateSleepSupport(boolean) onSendWeather(WeatherSpec) onReadConfiguration(String) onTestNewFunction() onSetConstantVibration(int) onEnableRealtimeHeartRateMeasurement(boolean) onAppReorder(UUID[]) onSetCannedMessages(CannedMessagesSpec) onHeartRateTest() onDeleteNotification(int) onSetHeartRateMeasurementInterval(int) onAddCalendarEvent(CalendarEventSpec) onAppInfoReq() onAppConfiguration(UUID,String,Integer) onDeleteCalendarEvent(byte,long) useAutoConnect() onReset(int) mFirstConnect","onSendConfiguration(String) onEnableRealtimeSteps(boolean) onInstallApp(Uri) onFetchRecordedData(int) onAppStart(UUID,boolean) onAppDelete(UUID) onScreenshotReq() onEnableHeartRateSleepSupport(boolean) onSendWeather(WeatherSpec) onReadConfiguration(String) onTestNewFunction() onSetConstantVibration(int) onEnableRealtimeHeartRateMeasurement(boolean) onAppReorder(UUID[]) onSetCannedMessages(CannedMessagesSpec) onHeartRateTest() onDeleteNotification(int) onSetHeartRateMeasurementInterval(int) onAddCalendarEvent(CalendarEventSpec) onAppInfoReq() onAppConfiguration(UUID,String,Integer) onDeleteCalendarEvent(byte,long) useAutoConnect() onReset(int) mFirstConnect",1,god_class_refactor_examples/1831+Freeyourgadget_Gadgetbridge+90ae3+CasioGB6900DeviceSupport+CasioSupport.csv,https://github.com/Freeyourgadget/Gadgetbridge/commit/90ae3d0019346e2da65f2559588fde0590387f00
68,1832,90ae3d0019346e2da65f2559588fde0590387f00,ec3b3bf617beaa4de87179d3f088f6f7cb7a9927,extractSuperclass,Refactor Casio support and fix alarm handling on all devices ,nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioSupport ,nodomain/freeyourgadget/gadgetbridge/service/devices/casio/CasioSupport.java ,nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioGBX100DeviceSupport,nodomain/freeyourgadget/gadgetbridge/service/devices/casio/CasioGBX100DeviceSupport.java,"onEnableRealtimeSteps(boolean) onInstallApp(Uri) onAppStart(UUID,boolean) onAppDelete(UUID) onScreenshotReq() onEnableHeartRateSleepSupport(boolean) onSendWeather(WeatherSpec) onSetConstantVibration(int) onEnableRealtimeHeartRateMeasurement(boolean) onSetMusicState(MusicStateSpec) onSetMusicInfo(MusicSpec) onAppReorder(UUID[]) onSetCannedMessages(CannedMessagesSpec) onHeartRateTest() connectFirstTime() onFindDevice(boolean) onSetHeartRateMeasurementInterval(int) onAddCalendarEvent(CalendarEventSpec) onAppInfoReq() onAppConfiguration(UUID,String,Integer) onDeleteCalendarEvent(byte,long) useAutoConnect() onReset(int) mFirstConnect setInitialized()","onEnableRealtimeSteps(boolean) onInstallApp(Uri) onAppStart(UUID,boolean) onAppDelete(UUID) onScreenshotReq() onEnableHeartRateSleepSupport(boolean) onSendWeather(WeatherSpec) onSetConstantVibration(int) onEnableRealtimeHeartRateMeasurement(boolean) onSetMusicState(MusicStateSpec) onSetMusicInfo(MusicSpec) onAppReorder(UUID[]) onSetCannedMessages(CannedMessagesSpec) onHeartRateTest() connectFirstTime() onFindDevice(boolean) onSetHeartRateMeasurementInterval(int) onAddCalendarEvent(CalendarEventSpec) onAppInfoReq() onAppConfiguration(UUID,String,Integer) onDeleteCalendarEvent(byte,long) useAutoConnect() onReset(int) mFirstConnect setInitialized()",1,god_class_refactor_examples/1832+Freeyourgadget_Gadgetbridge+90ae3+CasioGBX100DeviceSupport+CasioSupport.csv,https://github.com/Freeyourgadget/Gadgetbridge/commit/90ae3d0019346e2da65f2559588fde0590387f00
69,1838,71a411bfefca7e2774df9205125f6ccb58b254f4,35dbbd6a318da0b9bc00a2fa31195c88f69392d6,extractSuperclass,Add a JYouSupport base class as suggested by @ashimokawa   - has common code used by TeclastH30Support and Y5Support ,nodomain.freeyourgadget.gadgetbridge.service.devices.jyou.JYouSupport ,nodomain/freeyourgadget/gadgetbridge/service/devices/jyou/JYouSupport.java ,nodomain.freeyourgadget.gadgetbridge.service.devices.jyou.y5.Y5Support,nodomain/freeyourgadget/gadgetbridge/service/devices/jyou/y5/Y5Support.java,"onSendConfiguration(String) onEnableRealtimeSteps(boolean) onInstallApp(Uri) stringToUTF8Bytes(String,int) versionCmd onFetchRecordedData(int) syncDateAndTime(TransactionBuilder) onAppStart(UUID,boolean) onAppDelete(UUID) onScreenshotReq() onEnableHeartRateSleepSupport(boolean) onSendWeather(WeatherSpec) onReadConfiguration(String) onTestNewFunction() onNotification(NotificationSpec) onSetConstantVibration(int) batteryCmd onSetMusicState(MusicStateSpec) onSetMusicInfo(MusicSpec) onAppReorder(UUID[]) onSetCannedMessages(CannedMessagesSpec) onFindDevice(boolean) onDeleteNotification(int) ctrlCharacteristic onSetHeartRateMeasurementInterval(int) onAddCalendarEvent(CalendarEventSpec) commandWithChecksum(byte,int,int) onAppInfoReq() onAppConfiguration(UUID,String,Integer) useAutoConnect() onDeleteCalendarEvent(byte,long) showNotification(byte,String,String) onReset(int) onSetTime() onSetAlarms(ArrayList<?) initializeDevice(TransactionBuilder) onSetCallState(CallSpec)","onSendConfiguration(String) onEnableRealtimeSteps(boolean) onInstallApp(Uri) stringToUTF8Bytes(String,int) versionCmd onFetchRecordedData(int) syncDateAndTime(TransactionBuilder) onAppStart(UUID,boolean) onAppDelete(UUID) onScreenshotReq() onEnableHeartRateSleepSupport(boolean) onSendWeather(WeatherSpec) onReadConfiguration(String) onTestNewFunction() onNotification(NotificationSpec) onSetConstantVibration(int) batteryCmd onSetMusicState(MusicStateSpec) onSetMusicInfo(MusicSpec) onAppReorder(UUID[]) onSetCannedMessages(CannedMessagesSpec) onFindDevice(boolean) onDeleteNotification(int) ctrlCharacteristic onSetHeartRateMeasurementInterval(int) onAddCalendarEvent(CalendarEventSpec) commandWithChecksum(byte,int,int) onAppInfoReq() onAppConfiguration(UUID,String,Integer) useAutoConnect() onDeleteCalendarEvent(byte,long) showNotification(byte,String,String) onReset(int) onSetTime() onSetAlarms(ArrayList<?) initializeDevice(TransactionBuilder) onSetCallState(CallSpec)",1,god_class_refactor_examples/1838+Freeyourgadget_Gadgetbridge+71a41+Y5Support+JYouSupport.csv,https://github.com/Freeyourgadget/Gadgetbridge/commit/71a411bfefca7e2774df9205125f6ccb58b254f4
70,1840,187600b07690f972cabac5b05575bb17caba7076,93726f9e375bf17c57a49e5edcde67231f22894d,extractClass,added abstraction layer ,nodomain.freeyourgadget.gadgetbridge.service.devices.qhybrid.adapter.misfit.MisfitWatchAdapter ,nodomain/freeyourgadget/gadgetbridge/service/devices/qhybrid/adapter/misfit/MisfitWatchAdapter.java ,nodomain.freeyourgadget.gadgetbridge.service.devices.qhybrid.QHybridSupport,nodomain/freeyourgadget/gadgetbridge/service/devices/qhybrid/QHybridSupport.java,"prepareSetTimeRequest() lastButtonIndex uploadFileRequest responseFilters handleButtonCharacteristic(BluetoothGattCharacteristic) handleBasicCharacteristic(BluetoothGattCharacteristic) requestQueue setHands(short,short) overwriteButtons() fileRequest vibrate(PlayNotificationRequest.VibrationType) fillResponseList() arrayToString(byte[]) queueWrite(Request) handleFileUploadCharacteristic(BluetoothGattCharacteristic) handleFileDownloadCharacteristic(BluetoothGattCharacteristic) resolveAnswer(BluetoothGattCharacteristic) setActivityHand(double)","prepareSetTimeRequest() lastButtonIndex uploadFileRequest responseFilters handleButtonCharacteristic(BluetoothGattCharacteristic) handleBasicCharacteristic(BluetoothGattCharacteristic) requestQueue setHands(short,short) overwriteButtons() fileRequest vibrate(PlayNotificationRequest.VibrationType) fillResponseList() arrayToString(byte[]) queueWrite(Request) handleFileUploadCharacteristic(BluetoothGattCharacteristic) handleFileDownloadCharacteristic(BluetoothGattCharacteristic) resolveAnswer(BluetoothGattCharacteristic) setActivityHand(double)",1,god_class_refactor_examples/1840+Freeyourgadget_Gadgetbridge+18760+QHybridSupport+MisfitWatchAdapter.csv,https://github.com/Freeyourgadget/Gadgetbridge/commit/187600b07690f972cabac5b05575bb17caba7076
71,1878,3e0bc167412fd1e0a4b449a5797ff8b75aeb482b,6e44ddaee6c8163f838cb64c0f196d10ac533984,extractClass,"More WIP, but we're getting closer  current state: - storing samples works (tested only mi band) - charts work ",nodomain.freeyourgadget.gadgetbridge.LockHandler ,nodomain/freeyourgadget/gadgetbridge/LockHandler.java ,nodomain.freeyourgadget.gadgetbridge.devices.AbstractSampleProvider,nodomain/freeyourgadget/gadgetbridge/devices/AbstractSampleProvider.java,"fetchLatestTimestamp(SampleProvider) changeStoredSamplesType(int,int,int,int,SampleProvider) getWritableDatabase() close() changeStoredSamplesType(int,int,int,SampleProvider) getAllActivitySamples(int,int,SampleProvider) getSleepSamples(int,int,SampleProvider) getHelper() getActivitySamples(int,int,SampleProvider)","fetchLatestTimestamp(SampleProvider) changeStoredSamplesType(int,int,int,int,SampleProvider) getWritableDatabase() close() changeStoredSamplesType(int,int,int,SampleProvider) getAllActivitySamples(int,int,SampleProvider) getSleepSamples(int,int,SampleProvider) getHelper() getActivitySamples(int,int,SampleProvider)",1,god_class_refactor_examples/1878+Freeyourgadget_Gadgetbridge+3e0bc+AbstractSampleProvider+LockHandler.csv,https://github.com/Freeyourgadget/Gadgetbridge/commit/3e0bc167412fd1e0a4b449a5797ff8b75aeb482b
72,1970,d890646b5bdcc149704055ae4898046d26e9cfae,46d2a2fc844d3a169bf5476c0e11bbfa989364cb,extractClass,Added AutofitHelper  * Moved autofit logic from AutofitTextView * Can utilize in any subclass of TextView (#13) * AutofitHelper.OnTextSizeChangeListener to listen for textSize changes ,me.grantland.widget.AutofitHelper ,me/grantland/widget/AutofitHelper.java ,me.grantland.widget.AutofitTextView,me/grantland/widget/AutofitTextView.java,"getMaxLines() SPEW mPaint getTextSize() getLineCount(CharSequence,TextPaint,float,float,DisplayMetrics) mMaxLines DEFAULT_MIN_TEXT_SIZE mMaxTextSize TAG mPrecision mMinTextSize getTextSize(CharSequence,TextPaint,float,int,float,float,float,DisplayMetrics) refitText() setRawMinTextSize(float) setRawTextSize(float)","getMaxLines() SPEW mPaint getTextSize() getLineCount(CharSequence,TextPaint,float,float,DisplayMetrics) mMaxLines DEFAULT_MIN_TEXT_SIZE mMaxTextSize TAG mPrecision mMinTextSize getTextSize(CharSequence,TextPaint,float,int,float,float,float,DisplayMetrics) refitText() setRawMinTextSize(float) setRawTextSize(float)",1,god_class_refactor_examples/1970+grantland_android-autofittextview+d8906+AutofitTextView+AutofitHelper.csv,https://github.com/grantland/android-autofittextview/commit/d890646b5bdcc149704055ae4898046d26e9cfae
73,1982,0be913467dbdbf09abe7a8ec2a9b8de796a3c3ad,486d82a7e112abcad090e37b7ce5114978644923,extractClass,"xds: move drop support and circuit breaking into xds_cluster_impl LB policy (#7631)  Implementation for cluster_impl LB policy as per C2P design. This policy sits in the middle of priority LB policy and weighted_target LB policy, its major functionality is to handle drops and apply circuit breakers.    The idea is to move implementations of handling drops and circuit breakers from the EDS LB policy (will be split to cluster_resolver LB policy and cluster_impl LB policy) to cluster_impl LB policy.",io.grpc.xds.ClusterImplLoadBalancerTest ,io/grpc/xds/ClusterImplLoadBalancerTest.java ,io.grpc.xds.EdsLoadBalancer2Test,io/grpc/xds/EdsLoadBalancer2Test.java,maxConcurrentRequests_appliedByLbConfig_enableCircuitBreaking() downstreamBalancers handleDrops() subtest_maxConcurrentRequests_appliedWithDefaultValue(boolean) maxConcurrentRequests_appliedWithDefaultValue_circuitBreakingDisabledByDefault() subtest_maxConcurrentRequests_appliedByLbConfig(boolean) configUpdate_changeEndpointPickingPolicy() mockRandom maxConcurrentRequests_appliedByLbConfig_circuitBreakingDisabledByDefault() maxConcurrentRequests_appliedWithDefaultValue_enableCircuitBreaking(),maxConcurrentRequests_appliedByLbConfig_enableCircuitBreaking() downstreamBalancers handleDrops() subtest_maxConcurrentRequests_appliedWithDefaultValue(boolean) maxConcurrentRequests_appliedWithDefaultValue_circuitBreakingDisabledByDefault() subtest_maxConcurrentRequests_appliedByLbConfig(boolean) configUpdate_changeEndpointPickingPolicy() mockRandom maxConcurrentRequests_appliedByLbConfig_circuitBreakingDisabledByDefault() maxConcurrentRequests_appliedWithDefaultValue_enableCircuitBreaking(),1,god_class_refactor_examples/1982+grpc_grpc-java+0be91+EdsLoadBalancer2Test+ClusterImplLoadBalancerTest.csv,https://github.com/grpc/grpc-java/commit/0be913467dbdbf09abe7a8ec2a9b8de796a3c3ad
74,2002,2de5b4e254a09f69555251151c2a8b950310bc9b,718f0369cbf55e672877443211f5a7e2d9a71385,extractClass,xds: move methods for building test xDS proto messages into a utility class (#6501)  Move helper methods for building xDS protobuf messages into a utility class for code sharing. Tests for gRPC components that use `XdsClient` instance may want to use these methods as well.  ,io.grpc.xds.XdsClientTestHelper ,io/grpc/xds/XdsClientTestHelper.java ,io.grpc.xds.XdsClientImplTest,io/grpc/xds/XdsClientImplTest.java,"buildClusterLoadAssignment(String,List<io.envoyproxy.envoy.api.v2.endpoint.LocalityLbEndpoints>,List<Policy.DropOverload>) buildDropOverload(String,int) buildLocalityLbEndpoints(String,String,String,List<io.envoyproxy.envoy.api.v2.endpoint.LbEndpoint>,int,int) buildRouteConfiguration(String,List<VirtualHost>) buildVirtualHost(List<String>,String) buildLbEndpoint(String,int,HealthStatus,int) buildDiscoveryRequest(String,List<String>,String,String) buildListener(String,Any) buildDiscoveryRequest(String,String,String,String) buildSecureCluster(String,String,boolean,UpstreamTlsContext) buildUpstreamTlsContext(String,String) buildCluster(String,String,boolean) buildDiscoveryResponse(String,List<com.google.protobuf.Any>,String,String)","buildClusterLoadAssignment(String,List<io.envoyproxy.envoy.api.v2.endpoint.LocalityLbEndpoints>,List<Policy.DropOverload>) buildDropOverload(String,int) buildLocalityLbEndpoints(String,String,String,List<io.envoyproxy.envoy.api.v2.endpoint.LbEndpoint>,int,int) buildRouteConfiguration(String,List<VirtualHost>) buildVirtualHost(List<String>,String) buildLbEndpoint(String,int,HealthStatus,int) buildDiscoveryRequest(String,List<String>,String,String) buildListener(String,Any) buildDiscoveryRequest(String,String,String,String) buildSecureCluster(String,String,boolean,UpstreamTlsContext) buildUpstreamTlsContext(String,String) buildCluster(String,String,boolean) buildDiscoveryResponse(String,List<com.google.protobuf.Any>,String,String)",1,god_class_refactor_examples/2002+grpc_grpc-java+2de5b+XdsClientImplTest+XdsClientTestHelper.csv,https://github.com/grpc/grpc-java/commit/2de5b4e254a09f69555251151c2a8b950310bc9b
75,2082,048649e5e4a47a92b2e8e5236322e4033089a585,4e315e011061f3a345e0025a22c80c0ce13a12a3,extractSuperclass,"Implements the netty-based server transport.  Interface changes - Moves halfClose() from Stream to ClientStream, because it's only valid on the client and ServerStream already has close().  Implementation details - Splits the cient-specific logic from AbstractStream and forms AbstractClientStream. - Creates AbstractServerStream for server-specific logic - Creates NettyServerHandler which is the server counterpart of NettyClientHandler - Refactors NettyClientHandlerTest and NettyClientStreamTest to share code with NettyServerHandlerTest and NettyServerStreamTest - Updated NettyServer to work with the transport. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=74347890 ",com.google.net.stubby.newtransport.netty.NettyHandlerTestBase ,com/google/net/stubby/newtransport/netty/NettyHandlerTestBase.java ,com.google.net.stubby.newtransport.netty.NettyClientHandlerTest,com/google/net/stubby/newtransport/netty/NettyClientHandlerTest.java,"mockContext() frameWriter rstStreamFrame(int,int) newContext() frameListener promise frameReader mockFuture(boolean) channel ctx serializeSettings(Http2Settings) goAwayFrame(int) future newPromise() captureWrite(ChannelHandlerContext) headersFrame(int,Http2Headers)","mockContext() frameWriter rstStreamFrame(int,int) newContext() frameListener promise frameReader mockFuture(boolean) channel ctx serializeSettings(Http2Settings) goAwayFrame(int) future newPromise() captureWrite(ChannelHandlerContext) headersFrame(int,Http2Headers)",1,god_class_refactor_examples/2082+grpc_grpc-java+04864+NettyClientHandlerTest+NettyHandlerTestBase.csv,https://github.com/grpc/grpc-java/commit/048649e5e4a47a92b2e8e5236322e4033089a585
76,2083,048649e5e4a47a92b2e8e5236322e4033089a585,4e315e011061f3a345e0025a22c80c0ce13a12a3,extractSuperclass,"Implements the netty-based server transport.  Interface changes - Moves halfClose() from Stream to ClientStream, because it's only valid on the client and ServerStream already has close().  Implementation details - Splits the cient-specific logic from AbstractStream and forms AbstractClientStream. - Creates AbstractServerStream for server-specific logic - Creates NettyServerHandler which is the server counterpart of NettyClientHandler - Refactors NettyClientHandlerTest and NettyClientStreamTest to share code with NettyServerHandlerTest and NettyServerStreamTest - Updated NettyServer to work with the transport. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=74347890 ",com.google.net.stubby.newtransport.netty.NettyStreamTestBase ,com/google/net/stubby/newtransport/netty/NettyStreamTestBase.java ,com.google.net.stubby.newtransport.netty.NettyClientStreamTest,com/google/net/stubby/newtransport/netty/NettyClientStreamTest.java,statusFrame() eventLoop CONTEXT_KEY listener promise mockChannelFuture(boolean) compressionFrame(byte[]) toString(InputStream) channel accepted MESSAGE contextFrame() input messageFrame() future,statusFrame() eventLoop CONTEXT_KEY listener promise mockChannelFuture(boolean) compressionFrame(byte[]) toString(InputStream) channel accepted MESSAGE contextFrame() input messageFrame() future,1,god_class_refactor_examples/2083+grpc_grpc-java+04864+NettyClientStreamTest+NettyStreamTestBase.csv,https://github.com/grpc/grpc-java/commit/048649e5e4a47a92b2e8e5236322e4033089a585
77,2089,3fd43e46d3fb4daa3a270c7e7458a436a8074ebd,0991a8adc4271e8de4ecfec29557539e16082fa9,extractSuperclass,Fix OOME with nested derived tables ,org.h2.table.QueryExpressionTable ,org/h2/table/QueryExpressionTable.java ,org.h2.table.TableView,org/h2/table/TableView.java,"getMaxParameterIndex(ArrayList<Parameter>) addDependencies(HashSet<DbObject>) ROW_COUNT_APPROXIMATION tables lastModificationCheck isView() canGetRowCount(SessionLocal) maxDataModificationId getRowCountApproximation(SessionLocal) removeRow(SessionLocal,Row) createQueryColumnTemplateList(String[],Query,String[]) getIndexes() viewQuery isQueryComparable() isInsertable() getBestPlanItem(SessionLocal,int[],TableFilter[],int,SortOrder,AllColumnsForPlan) canReference() close(SessionLocal) getParameterOffset(ArrayList<Parameter>) addIndex(SessionLocal,String,int,IndexColumn[],int,IndexType,boolean,String) checkSupportAlter() getScanIndex(SessionLocal) getRowCount(SessionLocal) truncate(SessionLocal) addRow(SessionLocal,Row)","getMaxParameterIndex(ArrayList<Parameter>) addDependencies(HashSet<DbObject>) ROW_COUNT_APPROXIMATION tables lastModificationCheck isView() canGetRowCount(SessionLocal) maxDataModificationId getRowCountApproximation(SessionLocal) removeRow(SessionLocal,Row) topQuery createQueryColumnTemplateList(String[],Query,String[]) getIndexes() viewQuery isQueryComparable() isInsertable() getBestPlanItem(SessionLocal,int[],TableFilter[],int,SortOrder,AllColumnsForPlan) canReference() close(SessionLocal) getParameterOffset(ArrayList<Parameter>) addIndex(SessionLocal,String,int,IndexColumn[],int,IndexType,boolean,String) checkSupportAlter() getScanIndex(SessionLocal) getRowCount(SessionLocal) truncate(SessionLocal) addRow(SessionLocal,Row)",1,god_class_refactor_examples/2089+h2database_h2database+3fd43+TableView+QueryExpressionTable.csv,https://github.com/h2database/h2database/commit/3fd43e46d3fb4daa3a270c7e7458a436a8074ebd
78,2095,2fa2aa09e639c566a4222bb19808a766523af2c2,cab5338ee7844b9358bbed7e1da3e686e1dfb8a6,extractSubclass,Add separate LOB data layer for values ,org.h2.value.ValueBlob org.h2.value.ValueClob ,org/h2/value/ValueBlob.java org/h2/value/ValueClob.java ,org.h2.value.ValueLob,org/h2/value/ValueLob.java,"getReader(long,long) createTempClob(Reader,long,DataHandler) octetLength() abstract() compare(ValueLob,ValueLob) copy(DataHandler,int) getString() createTempBlob(InputStream,long,DataHandler) getInputStream(long,long) getValueType() abstract(long,long) getSQL(StringBuilder,int) charLength() compareTypeSafe(Value,CompareMode,CastDataProvider) convertPrecision(long)","getReader(long,long) getBytesNoCopy() octetLength() abstract() compare(ValueLob,ValueLob) copy(DataHandler,int) getString() createTempClob(Reader,long,DataHandler) createTempBlob(InputStream,long,DataHandler) getInputStream(long,long) getValueType() abstract(long,long) getSQL(StringBuilder,int) charLength() compareTypeSafe(Value,CompareMode,CastDataProvider) convertPrecision(long)",2,god_class_refactor_examples/2095+h2database_h2database+2fa2a+ValueLob+ValueClob.csv,https://github.com/h2database/h2database/commit/2fa2aa09e639c566a4222bb19808a766523af2c2
79,2107,375a6d6e1260a9e4f84fb2ddddad9aaf6984d635,923e1a500e634df3b86d899b85856c0978e333b2,extractSuperclass,Add FetchedResult as a base class for LazyResult and ResultRemote ,org.h2.result.FetchedResult ,org/h2/result/FetchedResult.java ,org.h2.result.ResultRemote,org/h2/result/ResultRemote.java,needToClose() currentRow rowId currentRow() next() getRowId() createShallowCopy(Session) isAfterLast(),needToClose() currentRow rowId currentRow() next() getRowId() createShallowCopy(Session) isAfterLast(),1,god_class_refactor_examples/2107+h2database_h2database+375a6+ResultRemote+FetchedResult.csv,https://github.com/h2database/h2database/commit/375a6d6e1260a9e4f84fb2ddddad9aaf6984d635
80,2108,375a6d6e1260a9e4f84fb2ddddad9aaf6984d635,923e1a500e634df3b86d899b85856c0978e333b2,extractSuperclass,Add FetchedResult as a base class for LazyResult and ResultRemote ,org.h2.result.FetchedResult ,org/h2/result/FetchedResult.java ,org.h2.result.LazyResult,org/h2/result/LazyResult.java,needToClose() currentRow rowId currentRow() afterLast nextRow next() getRowId() createShallowCopy(Session) isAfterLast(),needToClose() currentRow rowId currentRow() afterLast nextRow next() getRowId() createShallowCopy(Session) isAfterLast(),1,god_class_refactor_examples/2108+h2database_h2database+375a6+LazyResult+FetchedResult.csv,https://github.com/h2database/h2database/commit/375a6d6e1260a9e4f84fb2ddddad9aaf6984d635
81,2144,f6c84d81089585dd095f7cd3d440f9ebbc8055a4,eeb6ca2deee36119417273c2ccef1e6f46296a37,extractSuperclass,Initial implementation of DECFLOAT data type ,org.h2.value.ValueBigDecimalBase ,org/h2/value/ValueBigDecimalBase.java ,org.h2.value.ValueNumeric,org/h2/value/ValueNumeric.java,"divide(Value,long) type modulus(Value) getBigDecimal() getString() getSignum() getMemory() add(Value) negate() getQuotientScale(int,long,int) multiply(Value) subtract(Value) compareTypeSafe(Value,CompareMode,CastDataProvider) value hashCode() equals(Object)","divide(Value,long) type modulus(Value) getBigDecimal() getString() getSignum() getMemory() add(Value) negate() getQuotientScale(int,long,int) multiply(Value) subtract(Value) compareTypeSafe(Value,CompareMode,CastDataProvider) value hashCode() equals(Object)",1,god_class_refactor_examples/2144+h2database_h2database+f6c84+ValueNumeric+ValueBigDecimalBase.csv,https://github.com/h2database/h2database/commit/f6c84d81089585dd095f7cd3d440f9ebbc8055a4
82,2161,7c6f025d624eabc73136d3444176f7b74d9852f1,0dfaa93920cdd6707875a5a8b1d79f0ce7391fcc,extractSubclass,"split up the ValueLob classes  into separate subclasses, each reflective of their specific purpose, to make state management explicit here. ",org.h2.value.ValueLobDatabase org.h2.value.ValueLobFile org.h2.value.ValueLobInMemory ,org/h2/value/ValueLobDatabase.java org/h2/value/ValueLobFile.java org/h2/value/ValueLobInMemory.java ,org.h2.value.ValueLob,org/h2/value/ValueLob.java,"handler getDataHandler() getLobId() isRecoveryReference createSmallLob(int,byte[],long) small getSmall() setRecoveryReference(boolean) createTempClob(Reader,long,DataHandler) isRecoveryReference() remove() tempFile ValueLob(DataHandler,Reader,long) ValueLob(DataHandler,byte[],int,InputStream,long) toString() createSmallLob(int,byte[]) createTempBlob(InputStream,long,DataHandler) lobId getTableId() tableId createTempLobFileName(DataHandler) fileName","handler getDataHandler() getLobId() isRecoveryReference createSmallLob(int,byte[],long) small getSmall() setRecoveryReference(boolean) hmac createTempClob(Reader,long,DataHandler) isRecoveryReference() remove() tempFile ValueLob(DataHandler,Reader,long) ValueLob(DataHandler,byte[],int,InputStream,long) toString() createSmallLob(int,byte[]) createTempBlob(InputStream,long,DataHandler) lobId getTableId() tableId createTempLobFileName(DataHandler) fileName create(int,DataHandler,int,long,byte[],long)",3,god_class_refactor_examples/2161+h2database_h2database+7c6f0+ValueLob+ValueLobInMemory.csv,https://github.com/h2database/h2database/commit/7c6f025d624eabc73136d3444176f7b74d9852f1
83,2165,a6dc79f39f3d318a380b871f253a6e86dbb1c294,4ffaf4de29255a45c9faa9ec8f060b661e5086ac,extractSuperclass,Add abstract class Operation2 to reduce code duplication ,org.h2.expression.Operation2 ,org/h2/expression/Operation2.java ,org.h2.expression.BinaryOperation,org/h2/expression/BinaryOperation.java,"getCost() type mapColumns(ColumnResolver,int,int) getSubexpressionCount() setEvaluatable(TableFilter,boolean) updateAggregate(Session,int) getSubexpression(int) left isEverything(ExpressionVisitor) right getType()","getCost() type mapColumns(ColumnResolver,int,int) getSubexpressionCount() setEvaluatable(TableFilter,boolean) updateAggregate(Session,int) getSubexpression(int) left isEverything(ExpressionVisitor) right getType()",1,god_class_refactor_examples/2165+h2database_h2database+a6dc7+BinaryOperation+Operation2.csv,https://github.com/h2database/h2database/commit/a6dc79f39f3d318a380b871f253a6e86dbb1c294
84,2171,e71ada9fe9bf82d113525c1039a98679e584b347,0dfb089b3699aafe03f696ff18c0d775ce931150,extractSuperclass,Add abstract ValueBytesBase class ,org.h2.value.ValueBytesBase ,org/h2/value/ValueBytesBase.java ,org.h2.value.ValueJson,org/h2/value/ValueJson.java,"getBytesNoCopy() getBytes() getObject() getMemory() hash compareTypeSafe(Value,CompareMode,CastDataProvider) value hashCode() equals(Object)","getBytesNoCopy() getBytes() getObject() getMemory() hash compareTypeSafe(Value,CompareMode,CastDataProvider) value hashCode() equals(Object)",1,god_class_refactor_examples/2171+h2database_h2database+e71ad+ValueJson+ValueBytesBase.csv,https://github.com/h2database/h2database/commit/e71ada9fe9bf82d113525c1039a98679e584b347
85,2189,06c0027b5d5d901319efdeeb5005b099361d3168,1ee68a36e238448470441ae47b0817d83b9f0779,extractSuperclass,Extract some code from FunctionTable into new parent class VirtualTable ,org.h2.table.VirtualTable ,org/h2/table/VirtualTable.java ,org.h2.table.FunctionTable,org/h2/table/FunctionTable.java,"getTableType() getScanIndex(Session) isLockedExclusively() checkRename() lock(Session,boolean,boolean) removeRow(Session,Row) truncate(Session) canDrop() unlock(Session) getCreateSQL() getIndexes() getMaxDataModificationId() addIndex(Session,String,int,IndexColumn[],IndexType,boolean,String) canReference() getUniqueIndex() close(Session) checkSupportAlter() getDropSQL() addRow(Session,Row) getDiskSpaceUsed()","getTableType() getScanIndex(Session) isLockedExclusively() checkRename() lock(Session,boolean,boolean) removeRow(Session,Row) truncate(Session) canDrop() unlock(Session) getCreateSQL() getIndexes() getMaxDataModificationId() addIndex(Session,String,int,IndexColumn[],IndexType,boolean,String) canReference() getUniqueIndex() close(Session) checkSupportAlter() getDropSQL() addRow(Session,Row) getDiskSpaceUsed()",1,god_class_refactor_examples/2189+h2database_h2database+06c00+FunctionTable+VirtualTable.csv,https://github.com/h2database/h2database/commit/06c0027b5d5d901319efdeeb5005b099361d3168
