index,project name,project path,commit hash,parent hash,extract type,origin class,new class,commit message,url,data path,class path
3783,apache_curator,D:\Top1kProjects\apache_curator,fefbba1cc3bd5641983657440b40e25425165a6a,45332f301ea5747b91c821e9f09dd66cad710b9f,Extract Superclass,org.apache.curator.framework.recipes.nodes.PersistentEphemeralNode,org.apache.curator.framework.recipes.nodes.PersistentNode,"Deprecated PersistentEphemeralNode in favor of PersistentNode which is the same code but now accepts any createmode
",https://github.com/apache/curator/commit/fefbba1cc3bd5641983657440b40e25425165a6a,refactor_example_position/3783+PersistentEphemeralNode+PersistentNode.csv,curator-recipes/src/main/java/org/apache/curator/framework/recipes/nodes/PersistentEphemeralNode.java
3786,apache_curator,D:\Top1kProjects\apache_curator,f4743336e09fa4f487b95bf72b2877c789371202,cf700d37322786a153065169bc921fe41466e793,Extract Superclass,org.apache.curator.framework.recipes.cache.TestTreeCache,org.apache.curator.framework.recipes.cache.BaseTestTreeCache,"Added more extensive testing.
",https://github.com/apache/curator/commit/f4743336e09fa4f487b95bf72b2877c789371202,refactor_example_position/3786+TestTreeCache+BaseTestTreeCache.csv,curator-recipes/src/test/java/org/apache/curator/framework/recipes/cache/TestTreeCache.java
3848,apache_druid,D:\Top1kProjects\apache_druid,02b205737124f42f5cdebe7beec31dc66cfc9a8a,43103632fbd87b672574bc76c66194cacbdf3dbe,Extract Superclass,org.apache.druid.segment.StringDimensionIndexer,org.apache.druid.segment.DictionaryEncodedColumnIndexer,"extract generic dictionary encoded column indexing and merging stuffs (#11829)

* extract generic dictionary encoded column indexing and merging stuffs to pave the path towards supporting other types of dictionary encoded columns

* spotbugs and inspections fixes

* friendlier

* javadoc

* better name

* adjust",https://github.com/apache/druid/commit/02b205737124f42f5cdebe7beec31dc66cfc9a8a,refactor_example_position/3848+StringDimensionIndexer+DictionaryEncodedColumnIndexer.csv,processing/src/main/java/org/apache/druid/segment/StringDimensionIndexer.java
4023,apache_flink,D:\Top1kProjects\apache_flink,e54c59ea097c573278bd55a9e620ac621f456e92,fb14d4d9671eb91035d5103fb3ca814e5d02d6b6,Extract Class,org.apache.flink.runtime.checkpoint.CheckpointCoordinatorRestoringTest,org.apache.flink.runtime.checkpoint.VertexFinishedStateCheckerTest,"[FLINK-24270][checkpoint] Refactor the tests related to the VertexFinishedStateChecker.

This closes #18196.
",https://github.com/apache/flink/commit/e54c59ea097c573278bd55a9e620ac621f456e92,refactor_example_position/4023+CheckpointCoordinatorRestoringTest+VertexFinishedStateCheckerTest.csv,flink-runtime/src/test/java/org/apache/flink/runtime/checkpoint/CheckpointCoordinatorRestoringTest.java
4279,apache_groovy,D:\Top1kProjects\apache_groovy,37af188c3f944f730b6140f44b1e72131a13137a,4c5e5b1a51627e7a18e13fcaff128bc5ad91afc0,Extract Class,org.codehaus.groovy.vmplugin.v8.PluginDefaultGroovyMethods,org.codehaus.groovy.runtime.StreamGroovyMethods,"Move stream-related extension methods to StreamGroovyMethods
",https://github.com/apache/groovy/commit/37af188c3f944f730b6140f44b1e72131a13137a,refactor_example_position/4279+PluginDefaultGroovyMethods+StreamGroovyMethods.csv,src/main/java/org/codehaus/groovy/vmplugin/v8/PluginDefaultGroovyMethods.java
4316,apache_hbase,D:\Top1kProjects\apache_hbase,39d143f29037797454ee803267d0a5e50a1a7549,cb247f94640457e487e00d87933b0de1cf3e7f6d,Extract Superclass,org.apache.hadoop.hbase.replication.regionserver.TestWALEntryStream,org.apache.hadoop.hbase.replication.regionserver.WALEntryStreamTestBase,"HBASE-26020 Split TestWALEntryStream.testDifferentCounts out (#3409)

Signed-off-by: Xiaolin Ha <haxiaolin@apache.org>",https://github.com/apache/hbase/commit/39d143f29037797454ee803267d0a5e50a1a7549,refactor_example_position/4316+TestWALEntryStream+WALEntryStreamTestBase.csv,hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/TestWALEntryStream.java
4341,apache_hbase,D:\Top1kProjects\apache_hbase,be984cc8d4c0bbfeff7d6440b3c096987031ebfb,1e8db480b349d6e90e6e2419455cad9e5eff7f35,Extract Class,org.apache.hadoop.hbase.MetaTableAccessor,org.apache.hadoop.hbase.replication.ReplicationBarrierFamilyFormat,"HBASE-24986 Move ReplicationBarrier related methods to a separated class (#2354)

Signed-off-by: Guanghao Zhang <zghao@apache.org>",https://github.com/apache/hbase/commit/be984cc8d4c0bbfeff7d6440b3c096987031ebfb,refactor_example_position/4341+MetaTableAccessor+ReplicationBarrierFamilyFormat.csv,hbase-balancer/src/main/java/org/apache/hadoop/hbase/MetaTableAccessor.java
4423,apache_hive,D:\Top1kProjects\apache_hive,64b6e6beaebc4a027f914abfd3b0787f9c3d9ddb,151efb3cab287d54588eb9e4768589e7c7279b2d,Extract Class,org.apache.hadoop.hive.ql.txn.compactor.TestInitiator,org.apache.hadoop.hive.ql.txn.compactor.TestCompactionMetrics,"HIVE-24824: Create AcidMetricsService (Peter Varga reviewed by Karen Coppage)

Closes #2016",https://github.com/apache/hive/commit/64b6e6beaebc4a027f914abfd3b0787f9c3d9ddb,refactor_example_position/4423+TestInitiator+TestCompactionMetrics.csv,ql/src/test/org/apache/hadoop/hive/ql/txn/compactor/TestInitiator.java
4456,apache_hive,D:\Top1kProjects\apache_hive,91ab242841879ca8133c1231ad124b48df6fa05b,b631f663c45d5f83990de2c07c5505559fbdd34d,Extract Class,org.apache.hive.hplsql.Query,org.apache.hive.hplsql.Cursor,"HIVE-24230 Integrate HPL/SQL into HiveServer2 (amagyar) (#1633) (Attila Magyar reviewed by Zoltan Haindrich)

",https://github.com/apache/hive/commit/91ab242841879ca8133c1231ad124b48df6fa05b,refactor_example_position/4456+Query+Cursor.csv,hplsql/src/main/java/org/apache/hive/hplsql/Query.java
4494,apache_hive,D:\Top1kProjects\apache_hive,3bed626d5b6a7bab3659bb0422c67b4168935ee6,1fe0bd2298ece4eb37a89c5d9e983d597e2b93eb,Extract Subclass,org.apache.hadoop.hive.ql.parse.DDLSemanticAnalyzer,org.apache.hadoop.hive.ql.ddl.table.misc.truncate.TruncateTableAnalyzer,"HIVE-22907 Break up DDLSemanticAnalyzer - extract the rest of the Alter Table analyzers (Miklos Gergely, reviewed by Jesus Camacho Rodriguez)
",https://github.com/apache/hive/commit/3bed626d5b6a7bab3659bb0422c67b4168935ee6,refactor_example_position/4494+DDLSemanticAnalyzer+TruncateTableAnalyzer.csv,ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java
4528,apache_hive,D:\Top1kProjects\apache_hive,358e5a93f3c1e33662bf35d75343b31f4d1246bf,6ab93165cfd40c2700541cd6ada56505c5b56dd7,Extract Class,org.apache.hadoop.hive.ql.txn.compactor.CompactorMR,org.apache.hadoop.hive.ql.txn.compactor.MajorQueryCompactor,"HIVE-22401: ACID: Refactor CompactorMR (Laszlo Pinter reviewed by Peter Vary)
",https://github.com/apache/hive/commit/358e5a93f3c1e33662bf35d75343b31f4d1246bf,refactor_example_position/4528+CompactorMR+MajorQueryCompactor.csv,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
4536,apache_hive,D:\Top1kProjects\apache_hive,541fe86a07ea749a5b8e663d79e55dcb39225039,2947a1f66959ffcba23ac9bc191f40ecf0759d72,Extract Class,org.apache.hadoop.hive.ql.exec.DDLTask,org.apache.hadoop.hive.ql.ddl.table.misc.AlterTableSetPropertiesOperation,"HIVE-21830: Break up DDLTask - extract rest of the Alter Table operations (Miklos Gergely via Zoltan Haindrich)

Signed-off-by: Zoltan Haindrich <kirk@rxd.hu>
",https://github.com/apache/hive/commit/541fe86a07ea749a5b8e663d79e55dcb39225039,refactor_example_position/4536+DDLTask+AlterTableSetPropertiesOperation.csv,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java
