index,project name,commit hash,parent hash,extract type,origin class,new class,commit message,url,data path,split number
737,jenkinsci_blueocean-plugin,ca7d54e99f90a261f852766460304d89095cfa6d,86c8039863cc81c4031c4f77cfe8e94ad8e0918a,extractClass,io.jenkins.blueocean.service.embedded.PipelineApiTest,io.jenkins.blueocean.service.embedded.PipelineApiTest io.jenkins.blueocean.rest.impl.pipeline.PipelineApiTest ,"JENKINS-36837# Split of Pipeline specific API implementation in to se‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂¬¨¬•‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚àö¬∞‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ¬¨¬®¬¨‚Ä¢‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂¬¨‚àû‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚àö¬∞‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á¬¨¬®¬¨¬Æ¬¨¬®‚Äö√Ñ¬¢‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚àö¬∞‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ¬¨¬®‚Äö√†√ª‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂¬¨¬•‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚àö¬∞‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂¬¨‚àû‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚àö¬∞‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö√ë‚Äö√Ñ‚Ä†‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√Ñ√∂‚àö‚Ä†‚àö√°¬¨¬®¬¨¬Æ¬¨¬®¬¨√Ü¬¨¬�?(#364)  * JENKINS-36837# Split of Pipeline specific API implementation in to separate module    * doc improvement    * Fixed .js, .jsx with changed pipeline related impl class names    * Fixed BranchImpl package    * Removed uneeded error message  ",https://github.com/jenkinsci/blueocean-plugin/commit/ca7d54e99f90a261f852766460304d89095cfa6d,god_class_refactor_examples/737+jenkinsci_blueocean-plugin+ca7d5+PipelineApiTest+PipelineApiTest.csv,1
740,jenkinsci_blueocean-plugin,2e148cf352cf481ba41ab079a4d81ae5564f70b5,a3a1d4f8c798bd723d7f2f4751f41bb52a5ada12,extractClass,io.jenkins.blueocean.service.embedded.PipelineApiTest,io.jenkins.blueocean.service.embedded.PipelineApiTest io.jenkins.blueocean.service.embedded.PipelineNodeTest ,UX-396# durationInMillis added to node details object. ,https://github.com/jenkinsci/blueocean-plugin/commit/2e148cf352cf481ba41ab079a4d81ae5564f70b5,god_class_refactor_examples/740+jenkinsci_blueocean-plugin+2e148+PipelineApiTest+PipelineNodeTest.csv,1
761,jMonkeyEngine_jmonkeyengine,6cf1b57e002b20c11519c2af02783606c97c3998,33e6574387aa6eede9b2b5f2787b4b82db534102,extractClass,com.jme3.app.VRAppState,com.jme3.app.VRAppState com.jme3.app.VREnvironment ,"Added VREnvironment class that gather the system related VR objetcs. This VREnvironment is independent from the JMonkey stuff and enables to check and initialize VR specific capabilities before initializing VRAppState.  The procedure is now to initialize a VR environment and, if the initialization is ok, to attach a VRAppstate to the main application.  Some class has been refactored:  - System classes are within the com.jme3.system package - VR related utility classes are in the package com.jme3.util.  ",https://github.com/jMonkeyEngine/jmonkeyengine/commit/6cf1b57e002b20c11519c2af02783606c97c3998,god_class_refactor_examples/761+jMonkeyEngine_jmonkeyengine+6cf1b+VRAppState+VREnvironment.csv,1
780,jMonkeyEngine_jmonkeyengine,5b95f8a4b0e70a9ef5839be199f5274a94247f02,389b117fb64388724f9e25a18bac3ff8ee008fae,extractClass,com.jme3.renderer.lwjgl.LwjglGLExt,com.jme3.renderer.lwjgl.LwjglGLExt com.jme3.renderer.lwjgl.LwjglGLFboEXT ,"GLRenderer: Improve compatibility with OpenGL 3.2 core profile  * Separate GLFbo and GLExt implementations. GLFbo can now be implemented either via vanilla OpenGL3 calls or GL_EXT_framebuffer_*** extensions (OpenGL2.1- only).  * Use modern way of getting supported extensions in core profile.  * Luminance and Alpha formats are not available when running in core profile.  * Bind a dummy vertex array object (VAO) when running in core profile.  * Point sprite mode is always enabled. Since both OpenGL ES 2.0 and OpenGL 3.2 core require it, jME3 is no longer capable of rendering regular points. ",https://github.com/jMonkeyEngine/jmonkeyengine/commit/5b95f8a4b0e70a9ef5839be199f5274a94247f02,god_class_refactor_examples/780+jMonkeyEngine_jmonkeyengine+5b95f+LwjglGLExt+LwjglGLFboEXT.csv,1
864,kabouzeid_Phonograph,56d3a2dbce8484ad2f9d7ed897bc453b36879927,373bba9e98bc2819c88be37dfe03664986bfd5bf,extractClass,com.kabouzeid.gramophone.ui.activities.MainActivity,com.kabouzeid.gramophone.ui.activities.MainActivity com.kabouzeid.gramophone.ui.fragments.LibraryFragment ,First steps for folder support. ,https://github.com/kabouzeid/Phonograph/commit/56d3a2dbce8484ad2f9d7ed897bc453b36879927,god_class_refactor_examples/864+kabouzeid_Phonograph+56d3a+MainActivity+LibraryFragment.csv,1
867,kabouzeid_Phonograph,e709455fb1f843d7d378918478c554943c2bcd2a,ca23018b9d0c9c9b3bf46903b4947ebfc11f6b69,extractSuperclass,com.kabouzeid.gramophone.ui.fragments.player.PlayerFragment,com.kabouzeid.gramophone.ui.fragments.player.PlayerFragment com.kabouzeid.gramophone.ui.fragments.player.AbsPlayerFragment ,"Moved some stuff from the PlayerFragment into a abstract super class, as we want to add more PlayerFragments in future. ",https://github.com/kabouzeid/Phonograph/commit/e709455fb1f843d7d378918478c554943c2bcd2a,god_class_refactor_examples/867+kabouzeid_Phonograph+e7094+PlayerFragment+AbsPlayerFragment.csv,1
868,kabouzeid_Phonograph,79c50ce42e30918158ab2a4fa61f9e4927c32783,c7c0ae3931179ebb0a40241e8d55cb62184ecfa8,extractClass,com.kabouzeid.gramophone.ui.fragments.PlayerFragment,com.kabouzeid.gramophone.ui.fragments.PlayerFragment com.kabouzeid.gramophone.ui.fragments.PlaybackControlsFragment com.kabouzeid.gramophone.ui.fragments.PlayerAlbumCoverFragment ,Divided the player fragment into sub fragments. WIP! ,https://github.com/kabouzeid/Phonograph/commit/79c50ce42e30918158ab2a4fa61f9e4927c32783,god_class_refactor_examples/868+kabouzeid_Phonograph+79c50+PlayerFragment+PlayerAlbumCoverFragment.csv,2
877,koush_AndroidAsync,c67382c20e762d22d768ce587b5b448812bc5457,78b8b59309c08fad13685e0b182ab8ade1a10e8e,extractSuperclass,com.koushikdutta.async.http.server.AsyncHttpServer,com.koushikdutta.async.http.server.AsyncHttpServer com.koushikdutta.async.http.server.AsyncHttpServerRouter ,Separate the http router from the http server. Add helper functions for self signed https server. AsyncHttpServer.send now posts onto the AsyncServer thread. ,https://github.com/koush/AndroidAsync/commit/c67382c20e762d22d768ce587b5b448812bc5457,god_class_refactor_examples/877+koush_AndroidAsync+c6738+AsyncHttpServer+AsyncHttpServerRouter.csv,1
885,koush_AndroidAsync,fbfd617411cfaa802269f2b925c54dd11dc0a531,df873d62682b26fcec2461017fe5a4fed503077d,extractClass,com.koushikdutta.async.http.AsyncHttpRequest,com.koushikdutta.async.http.AsyncHttpRequest com.koushikdutta.async.http.HttpRequestWrapper ,"Move the implementation of HttpRequest into a wrapper class, as it interferes with the Fluent API. ",https://github.com/koush/AndroidAsync/commit/fbfd617411cfaa802269f2b925c54dd11dc0a531,god_class_refactor_examples/885+koush_AndroidAsync+fbfd6+AsyncHttpRequest+HttpRequestWrapper.csv,1
962,lukas-krecan_ShedLock,50e06ab9ebde7c15fb4bef386f1481f647252eef,38d2ed14e876bd972d0e6c5948163902fdd37eff,extractSuperclass,net.javacrumbs.shedlock.spring.internal.SpringLockConfigurationExtractorTest,net.javacrumbs.shedlock.spring.internal.SpringLockConfigurationExtractorTest net.javacrumbs.shedlock.spring.internal.AbstractSpringLockConfigurationExtractorTest ,Support for deprecated and new annotation ,https://github.com/lukas-krecan/ShedLock/commit/50e06ab9ebde7c15fb4bef386f1481f647252eef,god_class_refactor_examples/962+lukas-krecan_ShedLock+50e06+SpringLockConfigurationExtractorTest+AbstractSpringLockConfigurationExtractorTest.csv,1
1049,pedrovgs_DraggablePanel,ccbd70984078230c5f3ac96d6429292b069fda7c,42604bfad8e75681fe3f53b27dc80f0854f0996c,extractSubclass,com.github.pedrovgs.transformer.Transformer,com.github.pedrovgs.transformer.Transformer com.github.pedrovgs.transformer.ScaleTransformer ,Extract code to ScaleTransformer and modify Transformer to be abstract. ,https://github.com/pedrovgs/DraggablePanel/commit/ccbd70984078230c5f3ac96d6429292b069fda7c,god_class_refactor_examples/1049+pedrovgs_DraggablePanel+ccbd7+Transformer+ScaleTransformer.csv,1
1062,PhilJay_MPAndroidChart,ee0fd10fc42fed77a178d55899afad911c16a988,6773bad9d5cb28c4cf7567175071b5b2d1072b98,extractSuperclass,com.github.mikephil.charting.data.realm.RealmLineDataSet,com.github.mikephil.charting.data.realm.RealmLineDataSet com.github.mikephil.charting.data.realm.RealmLineRadarDataSet com.github.mikephil.charting.data.realm.RealmLineScatterCandleRadarDataSet ,Complete realm model ,https://github.com/PhilJay/MPAndroidChart/commit/ee0fd10fc42fed77a178d55899afad911c16a988,god_class_refactor_examples/1062+PhilJay_MPAndroidChart+ee0fd+RealmLineDataSet+RealmLineScatterCandleRadarDataSet.csv,2
1067,PhilJay_MPAndroidChart,5aab431cff2ce9352d7dfe4296ba4155424d0560,5bc50bd780cd9ca2b4f79229a4f0b3296866a3ed,extractSuperclass,com.github.mikephil.charting.data.realm.RealmLineDataSet,com.github.mikephil.charting.data.realm.RealmLineDataSet com.github.mikephil.charting.data.realm.RealmBaseDataSet ,Impleme3nt RealmBaseDataSet ,https://github.com/PhilJay/MPAndroidChart/commit/5aab431cff2ce9352d7dfe4296ba4155424d0560,god_class_refactor_examples/1067+PhilJay_MPAndroidChart+5aab4+RealmLineDataSet+RealmBaseDataSet.csv,1
1073,PhilJay_MPAndroidChart,4cb9089fe44062486da79403a6c6b495a6f13a5e,3d1649aa1d8f7e11a093d281fba7eda472b4860c,extractSuperclass,com.github.mikephil.charting.components.AxisBase,com.github.mikephil.charting.components.AxisBase com.github.mikephil.charting.components.ComponentBase ,"Added more documentation, created ComponentBase. ",https://github.com/PhilJay/MPAndroidChart/commit/4cb9089fe44062486da79403a6c6b495a6f13a5e,god_class_refactor_examples/1073+PhilJay_MPAndroidChart+4cb90+AxisBase+ComponentBase.csv,1
1074,PhilJay_MPAndroidChart,4cb9089fe44062486da79403a6c6b495a6f13a5e,3d1649aa1d8f7e11a093d281fba7eda472b4860c,extractSuperclass,com.github.mikephil.charting.components.Legend,com.github.mikephil.charting.components.Legend com.github.mikephil.charting.components.ComponentBase ,"Added more documentation, created ComponentBase. ",https://github.com/PhilJay/MPAndroidChart/commit/4cb9089fe44062486da79403a6c6b495a6f13a5e,god_class_refactor_examples/1074+PhilJay_MPAndroidChart+4cb90+Legend+ComponentBase.csv,1
1078,PhilJay_MPAndroidChart,0a5202da009279728c4e2b6f4f0d4b816a249feb,ae7cbb4cc08126342c2c8eeb60004882ef5d11c4,extractClass,com.github.mikephil.charting.charts.LineChart,com.github.mikephil.charting.charts.LineChart com.github.mikephil.charting.renderer.LineChartRenderer ,"Massive changes to the architecture, implementing two axis feature. ",https://github.com/PhilJay/MPAndroidChart/commit/0a5202da009279728c4e2b6f4f0d4b816a249feb,god_class_refactor_examples/1078+PhilJay_MPAndroidChart+0a520+LineChart+LineChartRenderer.csv,1
1079,PhilJay_MPAndroidChart,0a5202da009279728c4e2b6f4f0d4b816a249feb,ae7cbb4cc08126342c2c8eeb60004882ef5d11c4,extractClass,com.github.mikephil.charting.renderer.Transformer,com.github.mikephil.charting.renderer.Transformer com.github.mikephil.charting.renderer.ViewPortHandler ,"Massive changes to the architecture, implementing two axis feature. ",https://github.com/PhilJay/MPAndroidChart/commit/0a5202da009279728c4e2b6f4f0d4b816a249feb,god_class_refactor_examples/1079+PhilJay_MPAndroidChart+0a520+Transformer+ViewPortHandler.csv,1
1084,PhilJay_MPAndroidChart,6b71988548b9d75202406a7079a1a083d33f70b5,7e58afd43002acfb82f05af6bbe68bef58c74b7f,extractSuperclass,com.github.mikephil.charting.data.LineDataSet,com.github.mikephil.charting.data.LineDataSet com.github.mikephil.charting.data.LineRadarDataSet ,Started implementation of RadarChart (Spider-Web-Chart). ,https://github.com/PhilJay/MPAndroidChart/commit/6b71988548b9d75202406a7079a1a083d33f70b5,god_class_refactor_examples/1084+PhilJay_MPAndroidChart+6b719+LineDataSet+LineRadarDataSet.csv,1
1100,processing_processing,e37b73a6138e373be57e27305037748cbca02bcc,ff9811307c94f061d218677f35eba02b3313cadc,extractClass,processing.mode.java.pdex.ASTGenerator,processing.mode.java.pdex.ASTGenerator processing.mode.java.pdex.ASTUtils processing.mode.java.pdex.PDEX.ShowUsage processing.mode.java.pdex.PDEX.DebugTree processing.mode.java.pdex.PDEX ,ASTGen: break the revised stuff out into PDEX ,https://github.com/processing/processing/commit/e37b73a6138e373be57e27305037748cbca02bcc,god_class_refactor_examples/1100+processing_processing+e37b7+ASTGenerator+PDEX.csv,4
1104,processing_processing,a8e58bb259462d7f4d0f940b6e5bd758425c2aa2,efa529eabc34c244337f97ad36e9d6cb7d180e78,extractClass,processing.app.Base,processing.app.Base processing.app.Platform ,"cleaning up Base, move Platform things into Platform (#2765) ",https://github.com/processing/processing/commit/a8e58bb259462d7f4d0f940b6e5bd758425c2aa2,god_class_refactor_examples/1104+processing_processing+a8e58+Base+Platform.csv,1
1137,processing_processing,dee316ad9cec8f2d02c5fbf368538b4f5b799e2e,17520e4b60a20dd3eddbcb390d82749a8e4e68fa,extractClass,processing.app.ContributionManager,processing.app.ContributionManager processing.app.ContributionManagerDialog ,"Separate dialog for libraries, tools, and modes   ",https://github.com/processing/processing/commit/dee316ad9cec8f2d02c5fbf368538b4f5b799e2e,god_class_refactor_examples/1137+processing_processing+dee31+ContributionManager+ContributionManagerDialog.csv,1
1170,rovo89_XposedInstaller,dd098abea4327bbac339cf2120ed9d00c5572a99,681c9b1f51443e4ecab09353507da65300b23e07,extractSuperclass,de.robv.android.xposed.installer.util.RepoLoader,de.robv.android.xposed.installer.util.RepoLoader de.robv.android.xposed.installer.util.Loader ,Move some RepoLoader functionality to a new superclass  It can be reused for refreshing the framework ZIP files. ,https://github.com/rovo89/XposedInstaller/commit/dd098abea4327bbac339cf2120ed9d00c5572a99,god_class_refactor_examples/1170+rovo89_XposedInstaller+dd098+RepoLoader+Loader.csv,1
1212,thingsboard_thingsboard,1b9d70f2fe6ace5d1a9b6d7b7ed34869d9924262,f69d1147a68160444d25c7132bd87ca7a444ea5a,extractClass,org.thingsboard.server.dao.device.DeviceProfileServiceImpl,org.thingsboard.server.dao.device.DeviceProfileServiceImpl org.thingsboard.server.dao.service.validator.DeviceDataValidator org.thingsboard.server.dao.service.validator.DeviceProfileDataValidator ,Refactoring validators - moved them to a separate classes ,https://github.com/thingsboard/thingsboard/commit/1b9d70f2fe6ace5d1a9b6d7b7ed34869d9924262,god_class_refactor_examples/1212+thingsboard_thingsboard+1b9d7+DeviceProfileServiceImpl+DeviceProfileDataValidator.csv,2
1247,wiremock_wiremock,84f250839fa60f81059994a62ee50833be5fc5fb,7163aa766e54f65e770a588ec35b8770db00ce31,extractClass,com.github.tomakehurst.wiremock.http.ssl.CertificateGeneratingX509ExtendedKeyManager,com.github.tomakehurst.wiremock.http.ssl.CertificateGeneratingX509ExtendedKeyManager com.github.tomakehurst.wiremock.http.ssl.DynamicKeyStore ,Extract DynamicKeyStore  To encapsulate a Key Store that can add new certificates to itself ,https://github.com/wiremock/wiremock/commit/84f250839fa60f81059994a62ee50833be5fc5fb,god_class_refactor_examples/1247+wiremock_wiremock+84f25+CertificateGeneratingX509ExtendedKeyManager+DynamicKeyStore.csv,1
1339,apache_hbase,55399a03204cf46069808fdd87b3573db02a4015,1528aacacd498ca49f653471b0a2a6f836476609,extractSuperclass,org.apache.hadoop.hbase.regionserver.TestBulkLoad,org.apache.hadoop.hbase.regionserver.TestBulkLoad org.apache.hadoop.hbase.regionserver.TestBulkloadBase ,HBASE-25213 Should request Compaction after bulkLoadHFiles is done (#2587)  Signed-off-by: Guanghao Zhang <zghao@apache.org>  Signed-off-by: Duo Zhang <zhangduo@apache.org>,https://github.com/apache/hbase/commit/55399a03204cf46069808fdd87b3573db02a4015,god_class_refactor_examples/1339+apache_hbase+55399+TestBulkLoad+TestBulkloadBase.csv,1
1343,apache_hbase,be984cc8d4c0bbfeff7d6440b3c096987031ebfb,1e8db480b349d6e90e6e2419455cad9e5eff7f35,extractClass,org.apache.hadoop.hbase.MetaTableAccessor,org.apache.hadoop.hbase.MetaTableAccessor org.apache.hadoop.hbase.replication.ReplicationBarrierFamilyFormat ,HBASE-24986 Move ReplicationBarrier related methods to a separated class (#2354)  Signed-off-by: Guanghao Zhang <zghao@apache.org>,https://github.com/apache/hbase/commit/be984cc8d4c0bbfeff7d6440b3c096987031ebfb,god_class_refactor_examples/1343+apache_hbase+be984+MetaTableAccessor+ReplicationBarrierFamilyFormat.csv,1
1380,apache_incubator-heron,768110126cff3ea98957c86a395be59d85cc6293,fc933aa6b2384bc8b2746f1f162a36ae0cd7e7b2,extractSuperclass,com.twitter.heron.packing.roundrobin.ResourceCompliantRRPackingTest,com.twitter.heron.packing.roundrobin.ResourceCompliantRRPackingTest com.twitter.heron.packing.CommonPackingTests ,Uses consistent scale-down algorithm for both IRepacking classes (#1606)      * clean up formatting  ,https://github.com/apache/incubator-heron/commit/768110126cff3ea98957c86a395be59d85cc6293,god_class_refactor_examples/1380+apache_incubator-heron+76811+ResourceCompliantRRPackingTest+CommonPackingTests.csv,1
1415,Ashok-Varma_BottomNavigation,8f1eda58ca383a169a9177b3e69b1816e42530ed,a851684d6feb7591e94462ab784d222ff1d44fb2,extractSubclass,com.ashokvarma.bottomnavigation.BadgeItem,com.ashokvarma.bottomnavigation.BadgeItem com.ashokvarma.bottomnavigation.TextBadgeItem ,Badge Item Made generic ,https://github.com/Ashok-Varma/BottomNavigation/commit/8f1eda58ca383a169a9177b3e69b1816e42530ed,god_class_refactor_examples/1415+Ashok-Varma_BottomNavigation+8f1ed+BadgeItem+TextBadgeItem.csv,1
1502,Blankj_AndroidUtilCode,4bed20f495b69f94b2dc8dd36ef2c0fd4379f328,5f0b789f02095c99b3145817afad17590af9cc1b,extractClass,com.blankj.utilcode.util.CacheDiskUtils,com.blankj.utilcode.util.CacheDiskUtils com.blankj.utilcode.util.UtilsBridge ,see 03/26 log ,https://github.com/Blankj/AndroidUtilCode/commit/4bed20f495b69f94b2dc8dd36ef2c0fd4379f328,god_class_refactor_examples/1502+Blankj_AndroidUtilCode+4bed2+CacheDiskUtils+UtilsBridge.csv,1
1515,Blankj_AndroidUtilCode,f099a1fb9fedfb00f873c9e5bd968e229e83114e,83735f35b3c67e5026ddcc9cd6c32accb13e1761,extractClass,com.blankj.utilcode.util.DeviceUtils,com.blankj.utilcode.util.DeviceUtils com.blankj.subutil.util.DangerousUtils ,see 06/29 log ,https://github.com/Blankj/AndroidUtilCode/commit/f099a1fb9fedfb00f873c9e5bd968e229e83114e,god_class_refactor_examples/1515+Blankj_AndroidUtilCode+f099a+DeviceUtils+DangerousUtils.csv,1
