index,name,document,type,inner invocations,external invocations,calls,visits,length,lines,modifier,commit,full text,moved,removed,gpt text,code summary
39,"convertToMillis(Calendar,int,int,int,int,int,int,int)",convert to millis cal year month day hour minute second millis ,Method,"convertDate(Value,Calendar) getMillis(TimeZone,int,int,int,int,int,int,int) getMillis(TimeZone,int,int,int,int,int,int,int)",,"java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+set(int,int) java.util.Calendar+getTimeInMillis() java.util.Calendar+getTimeInMillis()",java.util.Calendar+ERA java.util.GregorianCalendar+BC java.util.Calendar+YEAR java.util.Calendar+ERA java.util.GregorianCalendar+AD java.util.Calendar+YEAR java.util.Calendar+MONTH java.util.Calendar+DAY_OF_MONTH java.util.Calendar+HOUR_OF_DAY java.util.Calendar+MINUTE java.util.Calendar+SECOND java.util.Calendar+MILLISECOND,726,18,10,,"private static long convertToMillis(Calendar cal, int year, int month, int day,
            int hour, int minute, int second, int millis) {
        if (year <= 0) {
            cal.set(Calendar.ERA, GregorianCalendar.BC);
            cal.set(Calendar.YEAR, 1 - year);
        } else {
            cal.set(Calendar.ERA, GregorianCalendar.AD);
            cal.set(Calendar.YEAR, year);
        }
        // january is 0
        cal.set(Calendar.MONTH, month - 1);
        cal.set(Calendar.DAY_OF_MONTH, day);
        cal.set(Calendar.HOUR_OF_DAY, hour);
        cal.set(Calendar.MINUTE, minute);
        cal.set(Calendar.SECOND, second);
        cal.set(Calendar.MILLISECOND, millis);
        return cal.getTimeInMillis();
    }",False,False,"This method converts a given date and time to milliseconds since January 1, 1970. It takes in the year, month, day, hour, minute, second, and millisecond values and sets them in a Calendar object. It then returns the time in milliseconds.","This code is a method that takes in various date and time components and converts them into milliseconds since January 1, 1970. It handles both positive and negative years, sets the appropriate calendar era, and returns the calculated milliseconds."
40,dateAndTimeFromValue(Value),date and time from value value extracts date value and nanos of day from the specified value param value value to extract fields from return array with date value and nanos of day ,Method,,"org.h2.expression.Function+getSimpleValue(Session,Value,Expression[],Value[]) org.h2.expression.Function+getSimpleValue(Session,Value,Expression[],Value[]) org.h2.expression.IntervalOperation+getDateTimeWithInterval(Value,Value,int,int) org.h2.util.DateTimeFunctions+extract(String,Value)",org.h2.value.ValueTimestamp+getDateValue() org.h2.value.ValueTimestamp+getDateValue() org.h2.value.ValueTimestamp+getTimeNanos() org.h2.value.ValueTimestamp+getTimeNanos() org.h2.value.ValueDate+getDateValue() org.h2.value.ValueDate+getDateValue() org.h2.value.ValueTime+getNanos() org.h2.value.ValueTime+getNanos() org.h2.value.ValueTimestampTimeZone+getDateValue() org.h2.value.ValueTimestampTimeZone+getDateValue() org.h2.value.ValueTimestampTimeZone+getTimeNanos() org.h2.value.ValueTimestampTimeZone+getTimeNanos() org.h2.value.Value+convertTo(int) org.h2.value.Value+convertTo(int) org.h2.value.ValueTimestamp+getDateValue() org.h2.value.ValueTimestamp+getDateValue() org.h2.value.ValueTimestamp+getTimeNanos() org.h2.value.ValueTimestamp+getTimeNanos(),org.h2.util.DateTimeUtils+EPOCH_DATE_VALUE org.h2.value.Value+TIMESTAMP,1207,29,9,"/** 
 * Extracts date value and nanos of day from the specified value.
 * @param value value to extract fields from
 * @return array with date value and nanos of day
 */
","/**
     * Extracts date value and nanos of day from the specified value.
     *
     * @param value
     *            value to extract fields from
     * @return array with date value and nanos of day
     */
    public static long[] dateAndTimeFromValue(Value value) {
        long dateValue = EPOCH_DATE_VALUE;
        long timeNanos = 0;
        if (value instanceof ValueTimestamp) {
            ValueTimestamp v = (ValueTimestamp) value;
            dateValue = v.getDateValue();
            timeNanos = v.getTimeNanos();
        } else if (value instanceof ValueDate) {
            dateValue = ((ValueDate) value).getDateValue();
        } else if (value instanceof ValueTime) {
            timeNanos = ((ValueTime) value).getNanos();
        } else if (value instanceof ValueTimestampTimeZone) {
            ValueTimestampTimeZone v = (ValueTimestampTimeZone) value;
            dateValue = v.getDateValue();
            timeNanos = v.getTimeNanos();
        } else {
            ValueTimestamp v = (ValueTimestamp) value.convertTo(Value.TIMESTAMP);
            dateValue = v.getDateValue();
            timeNanos = v.getTimeNanos();
        }
        return new long[] {dateValue, timeNanos};
    }",False,False,"The function extracts the date value and nanoseconds of the day from a given value. It checks the type of the value and retrieves the corresponding date value and time nanoseconds. If the value is not of a recognized type, it converts it to a timestamp and retrieves the date value and time nanoseconds. The function returns an array with the extracted values.","This code is a method called ""dateAndTimeFromValue"" that takes a Value object as input and extracts the date value and nanoseconds of the day from it. It handles different types of Value objects, such as ValueTimestamp, ValueDate, ValueTime, and ValueTimestampTimeZone, and returns an array with the extracted values."
41,"dateTimeToValue(Value,long,long,boolean)",date time to value original date value time nanos force timestamp creates a new date time value with the same type as original value if original value is a value timestamp time zone returned value will have the same time zone offset as original value param original original value param date value date value for the returned value param time nanos nanos of day for the returned value param force timestamp if code true return value timestamp if original argument is value date or value time return new value with specified date value and nanos of day ,Method,,"org.h2.expression.IntervalOperation+getDateTimeWithInterval(Value,Value,int,int)","org.h2.value.ValueDate+fromDateValue(long) org.h2.value.ValueDate+fromDateValue(long) org.h2.value.ValueTime+fromNanos(long) org.h2.value.ValueTime+fromNanos(long) org.h2.value.ValueTimestampTimeZone+fromDateValueAndNanos(long,long,short) org.h2.value.ValueTimestampTimeZone+fromDateValueAndNanos(long,long,short) org.h2.value.ValueTimestampTimeZone+getTimeZoneOffsetMins() org.h2.value.ValueTimestampTimeZone+getTimeZoneOffsetMins() org.h2.value.ValueTimestamp+fromDateValueAndNanos(long,long) org.h2.value.ValueTimestamp+fromDateValueAndNanos(long,long)",,1475,33,9,"/** 
 * Creates a new date-time value with the same type as original value. If original value is a ValueTimestampTimeZone, returned value will have the same time zone offset as original value.
 * @param original original value
 * @param dateValue date value for the returned value
 * @param timeNanos nanos of day for the returned value
 * @param forceTimestamp if  {@code true} return ValueTimestamp if original argument isValueDate or ValueTime
 * @return new value with specified date value and nanos of day
 */
","/**
     * Creates a new date-time value with the same type as original value. If
     * original value is a ValueTimestampTimeZone, returned value will have the same
     * time zone offset as original value.
     *
     * @param original
     *            original value
     * @param dateValue
     *            date value for the returned value
     * @param timeNanos
     *            nanos of day for the returned value
     * @param forceTimestamp
     *            if {@code true} return ValueTimestamp if original argument is
     *            ValueDate or ValueTime
     * @return new value with specified date value and nanos of day
     */
    public static Value dateTimeToValue(Value original, long dateValue, long timeNanos, boolean forceTimestamp) {
        if (!(original instanceof ValueTimestamp)) {
            if (!forceTimestamp) {
                if (original instanceof ValueDate) {
                    return ValueDate.fromDateValue(dateValue);
                }
                if (original instanceof ValueTime) {
                    return ValueTime.fromNanos(timeNanos);
                }
            }
            if (original instanceof ValueTimestampTimeZone) {
                return ValueTimestampTimeZone.fromDateValueAndNanos(dateValue, timeNanos,
                        ((ValueTimestampTimeZone) original).getTimeZoneOffsetMins());
            }
        }
        return ValueTimestamp.fromDateValueAndNanos(dateValue, timeNanos);
    }",False,False,"This method creates a new date-time value with the same type as the original value. It takes in the original value, a date value, nanos of day, and a boolean flag. If the original value is not a ValueTimestamp, it checks if the flag is set to force a ValueTimestamp. If not, it checks if the original value is a ValueDate or ValueTime and returns the corresponding value. If the original value is a ValueTimestampTimeZone, it returns a new value with the specified date value, nanos of day, and the same time zone offset. Otherwise, it returns a new ValueTimestamp with the specified date value and nanos of day.","This code defines a method called `dateTimeToValue` that takes in a `Value` object, a date value, a time in nanoseconds, and a boolean flag. It returns a new `Value` object with the specified date value and nanoseconds. If the original value is not a `ValueTimestamp`, it checks if it is a `ValueDate`, `ValueTime`, or `ValueTimestampTimeZone` and returns the corresponding value."
42,getTimeLocalWithoutDst(java.util.Date),get time local without dst d get the number of milliseconds since 1970 01 01 in the local timezone but without daylight saving time into account param d the date return the milliseconds ,Method,,,java.util.Date+getTime() java.util.Date+getTime(),org.h2.util.DateTimeUtils+zoneOffsetMillis,326,10,9,"/** 
 * Get the number of milliseconds since 1970-01-01 in the local timezone, but without daylight saving time into account.
 * @param d the date
 * @return the milliseconds
 */
","/**
     * Get the number of milliseconds since 1970-01-01 in the local timezone,
     * but without daylight saving time into account.
     *
     * @param d the date
     * @return the milliseconds
     */
    public static long getTimeLocalWithoutDst(java.util.Date d) {
        return d.getTime() + zoneOffsetMillis;
    }",False,False,"This method returns the number of milliseconds since 1970-01-01 in the local timezone, without considering daylight saving time. It takes a date as input and adds the zone offset milliseconds to the date's time.","The code defines a method called `getTimeLocalWithoutDst` that takes a `java.util.Date` object as input and returns the number of milliseconds since 1970-01-01 in the local timezone, without considering daylight saving time. The method achieves this by adding the `zoneOffsetMillis` value to the time of the input date."
43,getTimeUTCWithoutDst(long),get time utc without dst millis convert the number of milliseconds since 1970 01 01 in the local timezone to utc but without daylight saving time into account param millis the number of milliseconds in the local timezone return the number of milliseconds in ut c ,Method,,org.h2.test.unit.TestDate+testDateTimeUtils() org.h2.test.unit.TestDate+testDateTimeUtils(),,org.h2.util.DateTimeUtils+zoneOffsetMillis,387,10,9,"/** 
 * Convert the number of milliseconds since 1970-01-01 in the local timezone to UTC, but without daylight saving time into account.
 * @param millis the number of milliseconds in the local timezone
 * @return the number of milliseconds in UTC
 */
","/**
     * Convert the number of milliseconds since 1970-01-01 in the local timezone
     * to UTC, but without daylight saving time into account.
     *
     * @param millis the number of milliseconds in the local timezone
     * @return the number of milliseconds in UTC
     */
    public static long getTimeUTCWithoutDst(long millis) {
        return millis - zoneOffsetMillis;
    }",False,False,"The function converts the number of milliseconds in the local timezone to UTC, without considering daylight saving time, by subtracting the zone offset in milliseconds.","The given code is a method named ""getTimeUTCWithoutDst"" that takes the number of milliseconds in the local timezone as input and returns the equivalent number of milliseconds in UTC without considering daylight saving time. It achieves this by subtracting the zone offset in milliseconds from the input value."
44,"getDayOfWeek(long,int)",get day of week date value first day of week returns day of week param date value the date value param first day of week first day of week monday as 1 sunday as 7 or 0 return day of week see get iso day of week long ,Method,getIsoDayOfWeek(long) getSundayDayOfWeek(long),,"org.h2.util.DateTimeUtils+getDayOfWeekFromAbsolute(long,int) org.h2.util.DateTimeUtils+getDayOfWeekFromAbsolute(long,int) org.h2.util.DateTimeUtils+absoluteDayFromDateValue(long) org.h2.util.DateTimeUtils+absoluteDayFromDateValue(long)",,434,13,9,"/** 
 * Returns day of week.
 * @param dateValue the date value
 * @param firstDayOfWeek first day of week, Monday as 1, Sunday as 7 or 0
 * @return day of week
 * @see #getIsoDayOfWeek(long)
 */
","/**
     * Returns day of week.
     *
     * @param dateValue
     *            the date value
     * @param firstDayOfWeek
     *            first day of week, Monday as 1, Sunday as 7 or 0
     * @return day of week
     * @see #getIsoDayOfWeek(long)
     */
    public static int getDayOfWeek(long dateValue, int firstDayOfWeek) {
        return getDayOfWeekFromAbsolute(absoluteDayFromDateValue(dateValue), firstDayOfWeek);
    }",False,False,This method returns the day of the week based on the given date value and the specified first day of the week.,"This code defines a method called ""getDayOfWeek"" that takes a date value and the first day of the week as parameters. It returns the day of the week corresponding to the given date value, based on the specified first day of the week. The method internally calls another method to calculate the day of the week."
45,"getDayOfWeekFromAbsolute(long,int)",get day of week from absolute absolute value first day of week get the day of the week from the absolute day value param absolute value the absolute day param first day of week the first day of the week return the day of week ,Method,"getDayOfWeek(long,int) getWeekOfYearBase(int,int,int)",,,,466,11,9,"/** 
 * Get the day of the week from the absolute day value.
 * @param absoluteValue the absolute day
 * @param firstDayOfWeek the first day of the week
 * @return the day of week
 */
","/**
     * Get the day of the week from the absolute day value.
     *
     * @param absoluteValue the absolute day
     * @param firstDayOfWeek the first day of the week
     * @return the day of week
     */
    public static int getDayOfWeekFromAbsolute(long absoluteValue, int firstDayOfWeek) {
        return absoluteValue >= 0 ? (int) ((absoluteValue - firstDayOfWeek + 11) % 7) + 1
                : (int) ((absoluteValue - firstDayOfWeek - 2) % 7) + 7;
    }",False,False,"This method calculates the day of the week based on an absolute day value and the first day of the week. It returns an integer representing the day of the week, with Sunday being 1 and Saturday being 7.","This code defines a method called ""getDayOfWeekFromAbsolute"" that takes in an absolute day value and the first day of the week as parameters. It calculates and returns the day of the week (1-7) based on the given absolute day value and the specified first day of the week."
46,getDayOfYear(long),get day of year date value returns number of day in year param date value the date value return number of day in year ,Method,,,org.h2.util.DateTimeUtils+absoluteDayFromDateValue(long) org.h2.util.DateTimeUtils+absoluteDayFromDateValue(long) org.h2.util.DateTimeUtils+absoluteDayFromYear(long) org.h2.util.DateTimeUtils+absoluteDayFromYear(long) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+yearFromDateValue(long),,325,10,9,"/** 
 * Returns number of day in year.
 * @param dateValue the date value
 * @return number of day in year
 */
","/**
     * Returns number of day in year.
     *
     * @param dateValue
     *            the date value
     * @return number of day in year
     */
    public static int getDayOfYear(long dateValue) {
        return (int) (absoluteDayFromDateValue(dateValue) - absoluteDayFromYear(yearFromDateValue(dateValue))) + 1;
    }",False,False,This method calculates the number of the day in the year based on a given date value. It uses other helper methods to calculate the absolute day and the year from the date value.,"The code defines a method called ""getDayOfYear"" that takes a date value as input and returns the number of the day in the year corresponding to that date. The method calculates the day by subtracting the absolute day of the year from the absolute day of the given date and adding 1."
47,getIsoDayOfWeek(long),get iso day of week date value returns iso day of week param date value the date value return iso day of week monday as 1 to sunday as 7 see get sunday day of week long ,Method,,,"org.h2.util.DateTimeUtils+getDayOfWeek(long,int) org.h2.util.DateTimeUtils+getDayOfWeek(long,int)",,309,11,9,"/** 
 * Returns ISO day of week.
 * @param dateValue the date value
 * @return ISO day of week, Monday as 1 to Sunday as 7
 * @see #getSundayDayOfWeek(long)
 */
","/**
     * Returns ISO day of week.
     *
     * @param dateValue
     *            the date value
     * @return ISO day of week, Monday as 1 to Sunday as 7
     * @see #getSundayDayOfWeek(long)
     */
    public static int getIsoDayOfWeek(long dateValue) {
        return getDayOfWeek(dateValue, 1);
    }",False,False,"This method returns the ISO day of the week (Monday as 1 to Sunday as 7) for a given date value. It calls another method, getDayOfWeek, with a parameter of 1 to indicate ISO day of the week.","This code defines a method called ""getIsoDayOfWeek"" that takes a long value representing a date and returns the ISO day of the week for that date. The ISO day of the week ranges from Monday as 1 to Sunday as 7. The method calls another method called ""getDayOfWeek"" with the specified date value and a parameter of 1 to calculate the day of the week."
48,getIsoWeekOfYear(long),get iso week of year date value returns iso number of week in year param date value the date value return number of week in year see get iso week year long see get week of year long int int ,Method,,,"org.h2.util.DateTimeUtils+getWeekOfYear(long,int,int) org.h2.util.DateTimeUtils+getWeekOfYear(long,int,int)",,343,12,9,"/** 
 * Returns ISO number of week in year.
 * @param dateValue the date value
 * @return number of week in year
 * @see #getIsoWeekYear(long)
 * @see #getWeekOfYear(long,int,int)
 */
","/**
     * Returns ISO number of week in year.
     *
     * @param dateValue
     *            the date value
     * @return number of week in year
     * @see #getIsoWeekYear(long)
     * @see #getWeekOfYear(long, int, int)
     */
    public static int getIsoWeekOfYear(long dateValue) {
        return getWeekOfYear(dateValue, 1, 4);
    }",False,False,"This method returns the ISO number of the week in a year based on a given date value. It calls another method, getWeekOfYear, with specific parameters to calculate the week number.","The code contains a method called ""getIsoWeekOfYear"" that takes a date value as input and returns the ISO number of the week in the year. It calls another method called ""getWeekOfYear"" with specific parameters to calculate the week number."
49,getIsoWeekYear(long),get iso week year date value returns iso week year param date value the date value return iso week year see get iso week of year long see get week year long int int ,Method,,,"org.h2.util.DateTimeUtils+getWeekYear(long,int,int) org.h2.util.DateTimeUtils+getWeekYear(long,int,int)",,317,12,9,"/** 
 * Returns ISO week year.
 * @param dateValue the date value
 * @return ISO week year
 * @see #getIsoWeekOfYear(long)
 * @see #getWeekYear(long,int,int)
 */
","/**
     * Returns ISO week year.
     *
     * @param dateValue
     *            the date value
     * @return ISO week year
     * @see #getIsoWeekOfYear(long)
     * @see #getWeekYear(long, int, int)
     */
    public static int getIsoWeekYear(long dateValue) {
        return getWeekYear(dateValue, 1, 4);
    }",False,False,This method returns the ISO week year by calling another method with the given date value and specific parameters.,"The code contains a method called ""getIsoWeekYear"" that takes a date value as input and returns the ISO week year. It calls another method called ""getWeekYear"" with specific parameters to calculate the week year. The method's purpose is to provide a convenient way to retrieve the ISO week year from a given date."
50,getSundayDayOfWeek(long),get sunday day of week date value returns day of week with sunday as 1 param date value the date value return day of week sunday as 1 to monday as 7 see get iso day of week long ,Method,,"org.h2.expression.Function+getSimpleValue(Session,Value,Expression[],Value[])","org.h2.util.DateTimeUtils+getDayOfWeek(long,int) org.h2.util.DateTimeUtils+getDayOfWeek(long,int)",,318,11,9,"/** 
 * Returns day of week with Sunday as 1.
 * @param dateValue the date value
 * @return day of week, Sunday as 1 to Monday as 7
 * @see #getIsoDayOfWeek(long)
 */
","/**
     * Returns day of week with Sunday as 1.
     *
     * @param dateValue
     *            the date value
     * @return day of week, Sunday as 1 to Monday as 7
     * @see #getIsoDayOfWeek(long)
     */
    public static int getSundayDayOfWeek(long dateValue) {
        return getDayOfWeek(dateValue, 0);
    }",False,False,"This method returns the day of the week with Sunday as 1, given a date value. It calls another method, getDayOfWeek, with a parameter of 0 to indicate Sunday as the first day of the week.","This code defines a method called ""getSundayDayOfWeek"" that takes a date value as input and returns the day of the week with Sunday represented as 1 and Monday as 7. It is a wrapper method that calls another method called ""getDayOfWeek"" with an additional parameter of 0."
51,"getWeekOfYear(long,int,int)",get week of year date value first day of week minimal days in first week returns number of week in year param date value the date value param first day of week first day of week monday as 1 sunday as 7 or 0 param minimal days in first week minimal days in first week of year return number of week in year see get iso week of year long ,Method,getIsoWeekOfYear(long),,"org.h2.util.DateTimeUtils+absoluteDayFromDateValue(long) org.h2.util.DateTimeUtils+absoluteDayFromDateValue(long) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int) org.h2.util.DateTimeUtils+monthFromDateValue(long) org.h2.util.DateTimeUtils+monthFromDateValue(long) org.h2.util.DateTimeUtils+dayFromDateValue(long) org.h2.util.DateTimeUtils+dayFromDateValue(long) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int)",,1098,25,9,"/** 
 * Returns number of week in year.
 * @param dateValue the date value
 * @param firstDayOfWeek first day of week, Monday as 1, Sunday as 7 or 0
 * @param minimalDaysInFirstWeek minimal days in first week of year
 * @return number of week in year
 * @see #getIsoWeekOfYear(long)
 */
","/**
     * Returns number of week in year.
     *
     * @param dateValue
     *            the date value
     * @param firstDayOfWeek
     *            first day of week, Monday as 1, Sunday as 7 or 0
     * @param minimalDaysInFirstWeek
     *            minimal days in first week of year
     * @return number of week in year
     * @see #getIsoWeekOfYear(long)
     */
    public static int getWeekOfYear(long dateValue, int firstDayOfWeek, int minimalDaysInFirstWeek) {
        long abs = absoluteDayFromDateValue(dateValue);
        int year = yearFromDateValue(dateValue);
        long base = getWeekOfYearBase(year, firstDayOfWeek, minimalDaysInFirstWeek);
        if (abs - base < 0) {
            base = getWeekOfYearBase(year - 1, firstDayOfWeek, minimalDaysInFirstWeek);
        } else if (monthFromDateValue(dateValue) == 12 && 24 + minimalDaysInFirstWeek < dayFromDateValue(dateValue)) {
            if (abs >= getWeekOfYearBase(year + 1, firstDayOfWeek, minimalDaysInFirstWeek)) {
                return 1;
            }
        }
        return (int) ((abs - base) / 7) + 1;
    }",False,False,"This method calculates the number of the week in the year based on the given date value, first day of the week, and minimal days in the first week of the year.","This code is a method that calculates the number of the week in a year based on a given date. It takes into account the first day of the week, the minimal days in the first week, and handles cases where the date falls in the previous or next year."
52,"getWeekOfYearBase(int,int,int)",get week of year base year first day of week minimal days in first week ,Method,"getWeekOfYear(long,int,int) getWeekOfYear(long,int,int) getWeekOfYear(long,int,int) getWeekYear(long,int,int) getWeekYear(long,int,int)",,"org.h2.util.DateTimeUtils+absoluteDayFromYear(long) org.h2.util.DateTimeUtils+absoluteDayFromYear(long) org.h2.util.DateTimeUtils+getDayOfWeekFromAbsolute(long,int) org.h2.util.DateTimeUtils+getDayOfWeekFromAbsolute(long,int)",,390,9,10,,"private static long getWeekOfYearBase(int year, int firstDayOfWeek, int minimalDaysInFirstWeek) {
        long first = absoluteDayFromYear(year);
        int daysInFirstWeek = 8 - getDayOfWeekFromAbsolute(first, firstDayOfWeek);
        long base = first + daysInFirstWeek;
        if (daysInFirstWeek >= minimalDaysInFirstWeek) {
            base -= 7;
        }
        return base;
    }",False,False,"This method calculates the base day of the first week of a given year, based on the year, the first day of the week, and the minimum number of days in the first week.","The code calculates the base day of the first week of a given year based on the provided parameters: year, first day of the week, and minimal days in the first week. It determines the number of days in the first week, adjusts the base day accordingly, and returns the calculated base day."
53,"getWeekYear(long,int,int)",get week year date value first day of week minimal days in first week returns week year param date value the date value param first day of week first day of week monday as 1 sunday as 7 or 0 param minimal days in first week minimal days in first week of year return week year see get iso week year long ,Method,getIsoWeekYear(long),,"org.h2.util.DateTimeUtils+absoluteDayFromDateValue(long) org.h2.util.DateTimeUtils+absoluteDayFromDateValue(long) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int) org.h2.util.DateTimeUtils+monthFromDateValue(long) org.h2.util.DateTimeUtils+monthFromDateValue(long) org.h2.util.DateTimeUtils+dayFromDateValue(long) org.h2.util.DateTimeUtils+dayFromDateValue(long) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int) org.h2.util.DateTimeUtils+getWeekOfYearBase(int,int,int)",,992,25,9,"/** 
 * Returns week year.
 * @param dateValue the date value
 * @param firstDayOfWeek first day of week, Monday as 1, Sunday as 7 or 0
 * @param minimalDaysInFirstWeek minimal days in first week of year
 * @return week year
 * @see #getIsoWeekYear(long)
 */
","/**
     * Returns week year.
     *
     * @param dateValue
     *            the date value
     * @param firstDayOfWeek
     *            first day of week, Monday as 1, Sunday as 7 or 0
     * @param minimalDaysInFirstWeek
     *            minimal days in first week of year
     * @return week year
     * @see #getIsoWeekYear(long)
     */
    public static int getWeekYear(long dateValue, int firstDayOfWeek, int minimalDaysInFirstWeek) {
        long abs = absoluteDayFromDateValue(dateValue);
        int year = yearFromDateValue(dateValue);
        long base = getWeekOfYearBase(year, firstDayOfWeek, minimalDaysInFirstWeek);
        if (abs - base < 0) {
            return year - 1;
        } else if (monthFromDateValue(dateValue) == 12 && 24 + minimalDaysInFirstWeek < dayFromDateValue(dateValue)) {
            if (abs >= getWeekOfYearBase(year + 1, firstDayOfWeek, minimalDaysInFirstWeek)) {
                return year + 1;
            }
        }
        return year;
    }",False,False,"This method returns the week year based on the given date value, first day of the week, and minimal days in the first week of the year. It calculates the week year by comparing the absolute day of the date value with the base week of the year. If the absolute day is less than the base, it returns the previous year. If the month is December and the day is greater than 24 + minimal days in the first week, it checks if the absolute day is greater than or equal to the base week of the next year, and returns the next year if true. Otherwise, it returns the current year.","This code is a method that calculates the week year based on a given date value, first day of the week, and minimal days in the first week. It uses various helper methods to determine the week year and handles cases where the date value falls before or after the calculated week year."
54,"getDaysInMonth(int,int)",get days in month year month returns number of days in month param year the year param month the month return number of days in the specified month ,Method,"isValidDate(int,int,int) dateValueFromDenormalizedDate(long,long,int) incrementDateValue(long) decrementDateValue(long)",,,org.h2.util.DateTimeUtils+NORMAL_DAYS_PER_MONTH,644,19,9,"/** 
 * Returns number of days in month.
 * @param year the year
 * @param month the month
 * @return number of days in the specified month
 */
","/**
     * Returns number of days in month.
     *
     * @param year the year
     * @param month the month
     * @return number of days in the specified month
     */
    public static int getDaysInMonth(int year, int month) {
        if (month != 2) {
            return NORMAL_DAYS_PER_MONTH[month];
        }
        // All leap years divisible by 4
        return (year & 3) == 0
                // All such years before 1582 are Julian and leap
                && (year < 1582
                        // Otherwise check Gregorian conditions
                        || year % 100 != 0 || year % 400 == 0)
                ? 29 : 28;
    }",False,False,This method returns the number of days in a specified month of a given year. It takes the year and month as parameters and uses a series of conditions to determine the number of days in the month.,"This code is a method that takes in a year and month as parameters and returns the number of days in that month. It uses an array to store the number of days in each month except February, which is handled separately based on leap year conditions."
55,"isValidDate(int,int,int)",is valid date year month day verify if the specified date is valid param year the year param month the month january is 1 param day the day 1 is the first of the month return true if it is valid ,Method,"parseDateValue(String,int,int)",org.h2.test.unit.TestDate+testAbsoluteDay() org.h2.test.unit.TestDate+testValidDate(),"org.h2.util.DateTimeUtils+getDaysInMonth(int,int) org.h2.util.DateTimeUtils+getDaysInMonth(int,int)",,620,18,9,"/** 
 * Verify if the specified date is valid.
 * @param year the year
 * @param month the month (January is 1)
 * @param day the day (1 is the first of the month)
 * @return true if it is valid
 */
","/**
     * Verify if the specified date is valid.
     *
     * @param year the year
     * @param month the month (January is 1)
     * @param day the day (1 is the first of the month)
     * @return true if it is valid
     */
    public static boolean isValidDate(int year, int month, int day) {
        if (month < 1 || month > 12 || day < 1) {
            return false;
        }
        if (year == 1582 && month == 10) {
            // special case: days 1582-10-05 .. 1582-10-14 don't exist
            return day < 5 || (day > 14 && day <= 31);
        }
        return day <= getDaysInMonth(year, month);
    }",False,False,"This method verifies if a specified date is valid by checking if the month and day are within valid ranges, and if the year and month have a valid number of days.","This code defines a method called `isValidDate` that takes in three parameters (year, month, and day) and checks if the specified date is valid. It returns true if the date is valid, otherwise false. It also handles a special case for the year 1582 and month 10, where certain days don't exist."
56,convertDateValueToDate(long),convert date value to date date value convert an encoded date value to a java util date using the default timezone param date value the date value return the date ,Method,,org.h2.value.ValueDate+getDate(),"org.h2.util.DateTimeUtils+getMillis(TimeZone,int,int,int,int,int,int,int) org.h2.util.DateTimeUtils+getMillis(TimeZone,int,int,int,int,int,int,int) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+monthFromDateValue(long) org.h2.util.DateTimeUtils+monthFromDateValue(long) org.h2.util.DateTimeUtils+dayFromDateValue(long) org.h2.util.DateTimeUtils+dayFromDateValue(long) java.sql.Date+Date(long)",,450,13,9,"/** 
 * Convert an encoded date value to a java.util.Date, using the default timezone.
 * @param dateValue the date value
 * @return the date
 */
","/**
     * Convert an encoded date value to a java.util.Date, using the default
     * timezone.
     *
     * @param dateValue the date value
     * @return the date
     */
    public static Date convertDateValueToDate(long dateValue) {
        long millis = getMillis(null, yearFromDateValue(dateValue),
                monthFromDateValue(dateValue), dayFromDateValue(dateValue), 0,
                0, 0, 0);
        return new Date(millis);
    }",False,False,"This method converts an encoded date value to a java.util.Date object by extracting the year, month, and day from the encoded value and creating a new Date object with these values.","This code defines a method called `convertDateValueToDate` that takes a long value representing an encoded date and converts it to a `java.util.Date` object. The method uses helper functions to extract the year, month, and day from the encoded date value and then calculates the corresponding milliseconds. Finally, it creates a new `Date` object using the calculated milliseconds and returns it."
